PrintDate,Date,N_ms,Th,Tm,Ts,T1SP,T1inT,T1RelayState,T2SP,T2inT,T2RelayState,T3SP,T3inT,T3RelayState,T4SP,T4inT,T4RelayState,
2018_July_31_AlWajh1_4,2018_August_4,896416,14,50,49,30.00,31.31,CHL,30.00,31.12,CHL,30.81,31.25,CHL,30.81,30.87,HTR,
2018_July_31_AlWajh1_4,2018_August_4,901878,14,50,55,30.00,31.31,CHL,30.00,31.12,CHL,30.81,31.25,CHL,30.81,30.87,CHL,
2018_July_31_AlWajh1_4,2018_August_4,907491,14,51,0,30.00,31.31,CHL,30.00,31.12,CHL,30.81,31.25,CHL,30.81,30.87,CHL,
2018_July_31_AlWajh1_4,2018_August_4,912950,14,51,6,30.00,31.31,CHL,30.00,31.12,CHL,30.81,31.25,CHL,30.81,30.87,CHL,
2018_July_31_AlWajh1_4,2018_August_4,918409,14,51,11,30.00,31.31,CHL,30.00,31.12,CHL,30.81,31.25,CHL,30.81,30.87,CHL,
2018_July_31_AlWajh1_4,2018_August_4,923872,14,51,17,30.00,31.31,CHL,30.00,31.12,CHL,30.81,31.25,CHL,30.81,30.87,CHL,
2018_July_31_AlWajh1_4,2018_August_4,929330,14,51,22,30.00,31.31,CHL,30.00,31.12,CHL,30.81,31.25,CHL,30.81,30.87,CHL,
2018_July_31_AlWajh1_4,2018_August_4,934788,14,51,28,30.00,31.25,CHL,30.00,31.12,CHL,30.81,31.25,CHL,30.81,30.87,CHL,
2018_July_31_AlWajh1_4,2018_August_4,940248,14,51,34,30.00,31.25,CHL,30.00,31.12,CHL,30.81,31.25,CHL,30.81,30.94,CHL,
2018_July_31_AlWajh1_4,2018_August_4,947074,14,51,40,30.00,31.25,CHL,30.00,31.06,CHL,30.81,31.19,CHL,30.81,30.94,CHL,
2018_July_31_AlWajh1_4,2018_August_4,952535,14,51,45,30.00,31.25,CHL,30.00,31.06,CHL,30.81,31.19,CHL,30.81,30.87,HTR,
2018_July_31_AlWajh1_4,2018_August_4,957995,14,51,51,30.00,31.25,CHL,30.00,31.06,CHL,30.81,31.19,CHL,30.81,30.87,CHL,
